,x1,x2,x3,x4,x5,class
0,-0.017357759681067522,-0.044867160842898816,-0.02394853460042916,0.005019433326674447,-0.00855040695606225,0
1,-0.040134929437014716,-0.03624502857172288,-0.09143708213300136,0.0767493607388061,0.025090430682149164,0
2,-0.01651258042489383,-0.03370939630561807,-0.0017246929627145059,-0.010618681978973534,-0.05545416952142111,0
3,-0.11106180528208708,0.1249999778131009,-0.04270482393836432,0.0411411991771284,0.05408078503621424,0
4,-0.02797451644679631,-0.04207693757324118,-0.05947765113801619,0.045289522895841684,0.024444541270684267,0
5,-0.13702679722432506,0.17506548759513701,-0.06669630152529123,0.06381703963426001,0.07967387988365164,0
6,-0.01148985955453233,-0.036888676962031484,-0.0020925168269745114,-0.011502450637694313,-0.05923767984497375,0
7,-0.12396220419958619,0.11251750750165689,-0.0815879799740745,0.05311563668400732,0.14147040281963857,0
8,-0.06351214864044437,-0.053038732362287,-0.24577911647899625,0.28387414059074656,0.31431604509583433,0
9,-0.03744782846702825,-0.021941942304426722,-0.07671692449478201,0.07437108060125426,-0.002950579121343526,0
10,-0.022285810114203188,-0.036559358460344575,-0.02124686492183177,-0.002225677371699169,-0.04071239008584754,0
11,-0.0351840526425738,-0.01879888526131002,-0.006730848707806923,-0.022999939822664385,0.05074759308790975,0
12,-0.00972078430313981,-0.027924164550021634,0.010182092152321458,-0.015454541025389287,-0.06404287289746143,0
13,-0.025080113906152453,-0.0247050039512002,-0.012562100745114541,-0.0033666720948070964,-0.06752310920535966,0
14,-0.029461736008729766,-0.03665406365992058,-0.004255020811265241,-0.02317057223956931,0.051626906062990696,0
15,-0.023693155035148006,-0.03239368135565186,-0.0451793980383193,0.023270110894157477,-0.047170343761002514,0
16,-0.036865982963031334,-0.0020704191125581425,0.002946098021030647,-0.01566466912040913,-0.05986066192594092,0
17,-0.025027303210333588,-0.025924874260705142,-0.023343602678483007,0.012757358239601634,-0.021002102867970305,0
18,-0.37917622211374113,0.8128363896410102,0.07108382330070973,-0.019570996127135164,0.021211205245571966,0
19,-0.07454257155874854,0.04375905590292299,0.009920355782067245,-0.03995386972033661,0.11517671788121744,0
20,-0.012937978056940429,-0.04628126676551326,-0.015217455314611624,0.0012795371622783744,-0.0371644604471555,0
21,-0.022911321059187865,-0.01844244360956377,-0.019240652382202995,0.00046239363652580506,-0.07362482301020258,0
22,-0.01061142859822331,-0.024611396699694893,0.012128599573364563,-0.019178415952577774,-0.06269274516515792,0
23,-0.35502781099896924,0.6369398087852935,-0.007890563535818925,-0.018289141389005916,0.24460918671975293,0
24,-0.02907261669163842,-0.03397572493550338,-0.029605130048798913,0.010750319444890003,-0.014727159392962366,0
25,-0.021916013570131197,-0.02809975477611688,-0.010709522735906411,0.006452565720491676,-0.06304304403244411,0
26,-0.0338119405192117,-0.04249110647545441,-0.03404962215392111,-0.009083562457995496,0.046613853475607904,0
27,-0.014144292303440628,-0.02753953985947891,0.004205311558873455,-0.016011540080587514,-0.054362473508618774,0
28,-0.027166994272939837,-0.04820723898159645,-0.05802670716544197,0.039262158177534916,0.031289254387504004,1
29,-0.053348268849228726,-0.025062594912482913,-0.03490998018718134,-0.018540074533320842,0.07343324787440876,0
30,-0.04646856716551014,-0.002108863114649666,-0.028190139709884092,-0.005816407022003299,-0.05863521206860579,0
31,0.0905802783753731,0.007575610740899889,0.07492284357110919,0.19897685752268676,0.02464612989076604,0
32,-0.010950159056426939,-0.02732533700239594,0.0031755993490108674,-0.013253320699065572,-0.06686362497012496,0
33,-0.022576224451832185,-0.03631518955141051,0.008665945849104089,-0.034062011480039546,0.039681312137152536,0
34,-0.023887375094105216,-0.03639690150683632,-0.0053195555974440605,-0.01715629084487758,0.010107093627935437,0
35,-0.02483873582964072,-0.032690705680533366,-0.028954136030000886,0.020735872750356165,-0.0029587804178267214,0
36,-0.057860456312905366,-0.07132079569399767,-0.16759174587408707,0.12790987199489023,0.12112953333424878,0
37,-0.02872321197496464,0.007157561232460959,-0.00020054044985897603,-0.013069437755441138,-0.05206062873674116,0
38,-0.04453336798529762,-0.025778570984853314,-0.0579884568282059,0.02786237176068716,0.0031533452163135553,0
39,-0.268379759307311,0.5542701637471134,0.04284141859489332,-0.012754528325589796,0.004641047476396639,0
40,-0.011269838407318683,-0.03080415598223577,0.006662003057714571,-0.015396389492402626,-0.05859489082902995,0
41,-0.06299877496795118,-0.01847981787301482,-0.06547559928106993,-0.008233084092341693,0.12344566963965577,0
42,0.03746005671881329,0.07821792606995018,0.09998286950415305,0.11677615681694721,0.0005959323112272422,0
43,0.12466066868305786,0.018555364900097536,0.13182152826602506,0.19072974127852313,-0.033024783506326476,0
44,-0.009874566881677597,-0.022341591836896206,0.01027059913008404,-0.01692999555154514,-0.0647426072249243,0
45,-0.1093097205853465,0.2043646049070861,0.0341698335698854,-0.01993068977834157,-0.04958685750774429,0
46,-0.23285228966765778,0.48077450117299425,0.047783021509710664,-0.02390633258590612,-0.0130807743364418,0
47,-0.3463640127296991,0.7610679394587174,0.09196196914188076,-0.028684762467999756,-0.014364897788035182,0
48,-0.20351460357610068,0.3454967588550606,-0.04643805694179113,0.05665341353731076,0.012731332775228539,0
49,-0.08505233328048555,0.09771604225303426,-0.01182102406058291,-0.0092110792504629,0.048499799795323296,0
50,-0.04118954954735406,-0.04304282218181297,-0.0906257328390528,0.035587602152859145,0.01121800774591587,0
51,-0.03095402614906618,-0.007821925442170101,-0.015503690262057864,-0.002402034094317716,-0.06978186677097857,0
52,-0.028960075519044476,-0.005379231720992477,-0.014220095347853073,0.0001415098184334355,-0.08098432712339396,0
53,-0.27950185734450333,0.5580478797437958,0.008667927840427258,0.019111583502869248,-0.0007769689889649729,0
54,-0.055993094032828684,-0.01678806191262009,-0.08226442225864831,0.052724745707851746,0.021993257745514815,0
55,-0.029133631912798955,-0.02643831030389116,-0.004127461576629959,-0.0235895899814946,-0.009903927970938963,0
56,-0.06928840875640353,0.03695420965358004,-0.0708556178334222,0.04852474586307349,0.008054846806561235,0
57,-0.021140835847568425,-0.035947886199869335,-0.019243454838470994,-0.002010161569268894,0.0012553698804734132,0
58,-0.18020977447542125,0.35157384859749763,0.022771948732232355,-0.010330964987305376,0.00030263846887010175,0
59,0.09023919200225951,0.006012755813833474,0.10714888939238884,0.1495292683115977,-0.04396136306946105,0
60,-0.03130663736609171,-0.05572452301952343,-0.05844849263912074,0.018055398769737347,0.07546632641909394,0
61,-0.029236781280797198,-0.0009198835091243168,0.0049262497739580215,-0.025980889455440963,-0.07261014572595605,0
62,-0.016313746697605533,-0.028659259765763244,-0.0003492536008139315,-0.011915380174028743,-0.060110174586415016,0
63,-0.021128134223718512,-0.032110375324759334,-0.011464591997618057,0.007451080584741665,-0.06223095945157622,0
64,-0.07208933794685286,0.06835789870832182,-0.00045025422342334247,-0.011206136847759212,0.002039964968126989,0
65,-0.011531294847246425,-0.038528517588758235,-0.008159999844058848,0.004700418922025854,-0.046522066310864515,0
66,-0.022405330176996106,-0.03198617767879089,-0.015761422912335173,-0.007140268643945046,-0.041814924084038106,0
67,-0.019808539874131066,-0.03408850691638972,-0.027281695819174574,0.010259365453413879,-0.0183328236885783,0
68,-0.008551848839549117,-0.04238239692133519,-0.011511682170563128,0.002685455853781615,-0.05018057831216169,0
69,-0.033900140123537516,-0.0014255078632766844,-0.006741617580089575,-0.010714079234844211,-0.06431466278469422,0
70,-0.008871216085603104,-0.036889859163624875,0.00391543162796957,-0.018913250937509056,-0.0774228108058265,0
71,-0.04195907837818449,-0.01972997178637436,-0.04875258527396863,0.01823637913874359,-0.027355520857154182,0
72,-0.3463640127296991,0.7610679394587174,0.09196196914188076,-0.028684762467999756,-0.014364897788035182,0
73,-0.06895376061170139,-0.0312655609415573,-0.053232216033624886,-0.020095531050270857,0.0752725628994814,0
74,-0.034981529246220874,-0.026117931812695477,-0.05736263863554334,0.01882016598662518,-0.00931858394203989,0
75,-0.17723063487611201,0.3220055748295516,-0.002376367802713774,0.007543640748233473,-0.04864023546426472,0
76,-0.19242093151060985,0.33450752862241795,0.020372400765258928,-0.028953897293435907,0.05188121774779951,0
77,-0.021649347451954966,-0.0453594186336106,-0.02570380508562866,0.008654046434497435,-0.026284795933783838,0
78,-0.0206492974479848,-0.017209960485112797,0.014927102174793509,-0.021014575400942974,-0.06663872723410895,0
79,-0.05952292366145573,-0.06077088493504921,-0.12445038848578807,0.07840243505602491,0.1263424633686036,0
80,0.32669348937610143,0.1300746863006171,0.32501670976127334,0.5345654480172856,-0.06233656511364864,0
81,-0.03853625164806138,-0.010423937521334973,-0.05820039495892515,0.03779138327152341,-0.0362903165784267,0
82,-0.028801538375014632,-0.0266042929475915,-0.0308139470113211,0.013670535565073,-0.058174164067208274,0
83,-0.11380280987291914,0.14653451910278734,-0.006151141889732902,0.0015338599000516895,0.00865046793500182,0
84,-0.04267010732286246,-0.033125162260169594,-0.05128859806161558,0.021470316875990294,0.03205323848341219,0
85,-0.09669978855566518,0.16388292926168865,0.021540243649824545,-0.018682465688235433,-0.05908727046812451,0
86,-0.02961797195264313,-0.0273987896428136,-0.01822835358056678,-0.0017133212499940618,-0.029704863604449662,0
87,-0.024234566884093568,-0.041355052734174495,-0.0407969254786529,0.03190439092540751,-0.024994124339796742,0
88,-0.21261590763387386,0.42210849945898654,0.037503845378974415,-0.024298512139704704,-0.016572284232737718,0
89,-0.010450491479329594,-0.022597983965593753,0.010325105108129437,-0.016885455557794086,-0.06618442342163071,0
90,-0.2675793017911582,0.5255138308132947,0.011531996309395668,0.00624875398073171,-0.03994109238956364,0
91,-0.03424347185682215,-0.02981263724928066,-0.02373704961167091,0.008533279603496053,0.0006326140617028607,0
92,-0.3463640127296991,0.7610679394587174,0.09196196914188076,-0.028684762467999756,-0.014364897788035182,0
93,-0.37730830131714954,0.7232756830311597,0.04738070389015408,-0.04333645868148231,0.2439664269300942,0
94,-0.032340255103913654,-0.026236092745468308,-0.005509759285316362,-0.025789432840180697,0.016317754571033814,0
